Time (s),Surge Velocity,Sway Velocity,Yaw Rate,Position X,Position Y,Yaw Angle,Speed U,Rudder Angle (deg),Rudder Angle (rad),OOD Label
164,-0.331972123488155,0.0698074489828365,0.191182317814582,1222.78415998573,74.9855692529209,-13.7227646998318,7.38585777649875,10,0.174532925199433,0
165,-0.329611218070193,0.0497538512278147,0.204751759988997,1229.97542756044,73.301358528707,-13.5315823820172,7.38805631407045,10,0.174532925199433,0
166,-0.327287197593162,0.0297915540115182,0.218184719200026,1237.16987810169,71.6211033369574,-13.3268306220282,7.39027285027747,10,0.174532925199433,0
167,-0.325013591986925,0.00992469163833445,0.231485031010359,1244.36794725775,69.9466084202536,-13.1086459028282,7.39249307014637,10,0.174532925199433,0
168,-0.322803526771095,-0.00984186605306398,0.244653856603276,1251.570049344,68.2796713094361,-12.8771608718178,7.3947030226718,10,0.174532925199433,0
169,-0.320669723373959,-0.0295024713507898,0.257689977324715,1258.77657662802,66.6220835144319,-12.6325070152146,7.3968891121219,10,0.174532925199433,0
170,-0.318624493641053,-0.0490506707433329,0.270590062305047,1265.98789855422,64.9756313851965,-12.3748170378898,7.3990380947052,10,0.174532925199433,0
171,-0.316679729154927,-0.0684791908662639,0.283348914566588,1273.20436091765,63.3420966644146,-12.1042269755848,7.40113708026902,10,0.174532925199433,0
172,-0.314846885977009,-0.0877799378774644,0.295959700153087,1280.42628499749,61.7232567507709,-11.8208780610182,7.40317353869596,10,0.174532925199433,0
173,-0.31313696542278,-0.106944009868485,0.308414164035293,1287.65396666045,60.1208846894285,-11.5249183608651,7.40513531065168,10,0.174532925199433,0
174,-0.311560491489986,-0.125961721932252,0.320702835835915,1294.88767544535,58.5367489047736,-11.2165041968298,7.40701062231598,10,0.174532925199433,0
175,-0.310127485573887,-0.144822643483586,0.332815227765792,1302.12765364,56.9726126894325,-10.8958013609939,7.40878810370097,10,0.174532925199433,0
176,-0.308847439120817,-0.163515647372401,0.344740026562182,1309.37411536193,55.4302334629765,-10.5629861332281,7.41045681012698,10,0.174532925199433,0
